Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2,Genebiotype,Genesymbol
ENSG00000187527,0,0,1,0,3,0,4,2,protein_coding,ATP13A5
ENSG00000187531,588,720,593,845,238,78,90,254,protein_coding,SIRT7
ENSG00000187533,0,0,0,0,0,0,0,0,protein_coding,PRR27
ENSG00000187535,1170,1291,745,968,40,12,16,35,protein_coding,IFT140
ENSG00000187537,1,0,2,2,0,0,0,0,protein_coding,POTEG
ENSG00000187545,0,0,0,0,0,0,0,0,protein_coding,PRAMEF10
ENSG00000187546,1,3,6,13,3,0,0,2,protein_coding,AGMO
ENSG00000187550,1,0,0,0,0,0,0,1,protein_coding,SBK2
ENSG00000187553,0,0,0,0,1,1,0,0,protein_coding,CYP26C1
ENSG00000187554,67,77,118,106,17,7,21,61,protein_coding,TLR5
ENSG00000187555,12723,15156,10890,11314,4005,1139,1125,3391,protein_coding,USP7
ENSG00000187556,0,0,0,1,18,2,13,21,protein_coding,NANOS3
ENSG00000187559,3,0,1,4,0,0,0,0,protein_coding,FOXD4L3
ENSG00000187566,11,16,19,17,11,5,9,20,protein_coding,NHLRC1
ENSG00000187569,0,0,0,0,0,0,0,0,protein_coding,DPPA3
ENSG00000187581,1,2,0,1,0,0,0,0,protein_coding,COX8C
ENSG00000187583,349,346,381,610,30,16,19,55,protein_coding,PLEKHN1
ENSG00000187595,23,24,85,79,11,3,8,21,protein_coding,ZNF385C
ENSG00000187601,0,0,0,0,10,1,4,7,protein_coding,MAGEH1
ENSG00000187605,2641,3095,2070,2317,347,99,116,355,protein_coding,TET3
ENSG00000187607,274,296,238,262,227,62,102,229,protein_coding,ZNF286A
ENSG00000187608,738,944,1225,2048,409,145,217,627,protein_coding,ISG15
ENSG00000187609,138,168,126,183,22,6,12,33,protein_coding,EXD3
ENSG00000187612,0,0,0,0,0,0,0,0,protein_coding,OR5W2
ENSG00000187616,0,0,0,0,0,0,0,0,protein_coding,MYMK
ENSG00000187624,215,242,179,232,36,10,16,56,protein_coding,C17orf97
ENSG00000187626,294,312,215,289,122,52,58,147,protein_coding,ZKSCAN4
ENSG00000187627,9,3,9,3,1,1,0,0,protein_coding,RGPD1
ENSG00000187630,173,157,222,303,47,15,18,41,protein_coding,DHRS4L2
ENSG00000187634,608,737,304,460,14,6,9,26,protein_coding,SAMD11
ENSG00000187642,25,24,17,38,5,1,2,0,protein_coding,PERM1
ENSG00000187650,271,321,300,338,34,14,25,52,protein_coding,VMAC
ENSG00000187658,0,0,0,1,0,0,0,0,protein_coding,C5orf52
ENSG00000187664,0,0,0,0,0,0,0,0,protein_coding,HAPLN4
ENSG00000187672,20,34,33,47,30,9,11,57,protein_coding,ERC2
ENSG00000187676,383,453,453,499,1165,337,317,845,protein_coding,B3GLCT
ENSG00000187678,42,83,79,94,1096,334,464,1384,protein_coding,SPRY4
ENSG00000187682,4,1,2,2,0,0,1,5,protein_coding,ERAS
ENSG00000187688,0,0,1,6,6,2,2,22,protein_coding,TRPV2
ENSG00000187689,19,29,58,72,12,5,7,8,protein_coding,AMTN
ENSG00000187690,0,0,0,0,0,0,2,4,protein_coding,EZHIP
ENSG00000187699,5,6,3,11,10,3,11,9,protein_coding,C2orf88
ENSG00000187701,0,0,0,0,0,0,0,0,protein_coding,OR2T27
ENSG00000187713,531,609,596,825,182,91,110,241,protein_coding,TMEM203
ENSG00000187714,0,0,0,0,1,0,1,0,protein_coding,SLC18A3
ENSG00000187715,0,2,3,3,1,0,0,0,protein_coding,KBTBD12
ENSG00000187720,85,99,96,156,1008,379,409,1112,protein_coding,THSD4
ENSG00000187726,1,1,5,5,0,0,0,3,protein_coding,DNAJB13
ENSG00000187730,3,3,13,29,1,2,0,4,protein_coding,GABRD
ENSG00000187733,0,0,0,0,0,0,0,0,protein_coding,AMY1C
ENSG00000187735,5304,6025,5164,5550,1007,328,322,843,protein_coding,TCEA1
ENSG00000187736,187,222,194,207,349,98,104,299,protein_coding,NHEJ1
ENSG00000187741,651,788,772,878,437,168,260,552,protein_coding,FANCA
ENSG00000187742,1801,2065,1654,1907,898,315,355,923,protein_coding,SECISBP2
ENSG00000187747,3,0,0,0,0,0,0,0,protein_coding,OR52B6
ENSG00000187753,1,4,9,9,19,5,2,18,protein_coding,C9orf153
ENSG00000187754,0,0,0,0,0,0,0,0,protein_coding,SSX7
ENSG00000187758,2,0,3,2,1,0,0,0,protein_coding,ADH1A
ENSG00000187764,1353,1687,1033,1232,148,29,51,164,protein_coding,SEMA4D
ENSG00000187766,0,0,0,0,0,0,0,0,protein_coding,KRTAP10-8
ENSG00000187772,0,0,0,0,0,0,0,2,protein_coding,LIN28B
ENSG00000187773,1,0,3,3,4,0,0,0,protein_coding,DIPK1C
ENSG00000187775,50,73,50,70,33,17,27,61,protein_coding,DNAH17
ENSG00000187778,904,1084,874,1432,460,181,275,702,protein_coding,MCRS1
ENSG00000187783,0,0,0,4,0,0,0,0,protein_coding,TMEM72
ENSG00000187790,727,907,831,728,1527,507,482,1407,protein_coding,FANCM
ENSG00000187791,0,0,0,0,0,0,0,0,protein_coding,FAM205C
ENSG00000187792,373,493,361,454,122,46,72,198,protein_coding,ZNF70
ENSG00000187796,28,36,21,38,8,4,4,18,protein_coding,CARD9
ENSG00000187800,14,22,16,24,1520,600,402,1044,protein_coding,PEAR1
ENSG00000187801,504,583,879,922,240,47,63,169,protein_coding,ZFP69B
ENSG00000187806,0,0,0,0,0,0,0,0,protein_coding,TMEM202
ENSG00000187808,8,16,13,15,1,1,0,2,protein_coding,SOWAHD
ENSG00000187815,36,28,35,48,3,0,1,0,protein_coding,ZFP69
ENSG00000187821,2,0,0,0,0,0,2,1,protein_coding,HELT
ENSG00000187823,3,9,3,6,1,0,0,0,protein_coding,RTL4
ENSG00000187824,14,11,17,14,18,7,14,26,protein_coding,TMEM220
ENSG00000187833,0,0,1,1,1,1,0,1,protein_coding,C2orf78
ENSG00000187837,1221,1638,1930,2342,2013,813,1152,2881,protein_coding,H1-2
ENSG00000187838,8,9,4,6,9,3,4,5,protein_coding,PLSCR3
ENSG00000187840,2697,2980,2490,5047,2449,957,834,2125,protein_coding,EIF4EBP1
ENSG00000187848,48,56,16,43,0,0,0,2,protein_coding,P2RX2
ENSG00000187855,0,0,3,8,0,0,0,0,protein_coding,ASCL4
ENSG00000187857,0,0,1,0,0,0,0,0,protein_coding,OR6C75
ENSG00000187860,157,192,84,136,33,13,4,20,protein_coding,CCDC157
ENSG00000187862,5,4,1,5,0,0,0,0,protein_coding,TTC24
ENSG00000187866,2063,2639,2013,2417,83,32,36,127,protein_coding,PABIR1
ENSG00000187867,37,34,1,3,16,6,10,25,protein_coding,PALM3
ENSG00000187871,0,0,0,0,0,0,0,0,protein_coding,GFRAL
ENSG00000187889,66,71,157,169,2,0,3,3,protein_coding,FYB2
ENSG00000187902,8,9,3,2,0,0,0,0,protein_coding,SHISA7
ENSG00000187905,0,1,1,3,0,0,0,1,protein_coding,LRRC74B
ENSG00000187908,0,3,0,0,615,170,243,679,protein_coding,DMBT1
ENSG00000187912,0,2,1,0,0,0,0,0,protein_coding,CLEC17A
ENSG00000187918,0,0,0,1,0,0,0,0,protein_coding,OR51I2
ENSG00000187922,0,0,0,1,0,0,0,0,protein_coding,LCN10
ENSG00000187942,0,0,0,0,2,0,1,2,protein_coding,LDLRAD2
ENSG00000187944,0,0,0,0,5,1,1,1,protein_coding,C2orf66
ENSG00000187950,0,0,2,0,3,1,0,1,protein_coding,OVCH1
ENSG00000187954,249,295,233,392,144,65,90,228,protein_coding,CYHR1
ENSG00000187955,1,0,6,4,6,0,2,6,protein_coding,COL14A1
ENSG00000187957,18,20,11,3,126,57,56,127,protein_coding,DNER
ENSG00000187959,1,0,3,0,11,2,2,13,protein_coding,CPSF4L
ENSG00000187961,1006,1076,657,915,254,102,136,334,protein_coding,KLHL17
ENSG00000187969,0,0,0,0,0,0,0,1,protein_coding,ZCCHC13
ENSG00000187980,0,0,0,0,0,0,0,0,protein_coding,PLA2G2C
ENSG00000187987,165,186,143,121,54,17,32,72,protein_coding,ZSCAN23
ENSG00000187994,213,256,259,423,2,1,0,8,protein_coding,RINL
ENSG00000187997,6,1,0,0,4,2,1,3,protein_coding,C17orf99
ENSG00000188000,1,0,0,0,0,0,0,1,protein_coding,OR7D2
ENSG00000188001,2,4,2,8,15,6,9,29,protein_coding,TPRG1
ENSG00000188010,1142,1157,1208,1442,593,190,149,493,protein_coding,MORN2
ENSG00000188011,0,0,0,0,0,0,0,0,protein_coding,RTP5
ENSG00000188015,0,0,0,0,33,8,23,37,protein_coding,S100A3
ENSG00000188021,1910,2219,3066,3780,316,114,150,447,protein_coding,UBQLN2
ENSG00000188026,373,367,405,545,59,28,51,125,protein_coding,RILPL1
ENSG00000188032,12,10,3,7,2,6,7,11,protein_coding,C19orf67
ENSG00000188033,212,242,218,284,142,38,52,166,protein_coding,ZNF490
ENSG00000188037,3,4,11,9,3,1,3,5,protein_coding,CLCN1
ENSG00000188038,0,0,0,3,0,0,0,0,protein_coding,NRN1L
ENSG00000188039,140,165,132,119,21,8,15,39,protein_coding,NWD1
ENSG00000188042,275,290,81,120,1304,437,312,955,protein_coding,ARL4C
ENSG00000188050,1,4,1,1,0,0,0,2,protein_coding,RNF133
ENSG00000188051,5,3,4,5,50,20,21,29,protein_coding,TMEM221
ENSG00000188056,3,1,0,0,1,0,0,1,protein_coding,TREML4
ENSG00000188060,0,0,1,8,55,22,27,48,protein_coding,RAB42
ENSG00000188064,905,1004,962,1335,262,77,96,261,protein_coding,WNT7B
ENSG00000188070,173,239,131,201,350,106,146,360,protein_coding,C11orf95
ENSG00000188076,1,0,0,0,0,0,0,0,protein_coding,SCGB1C1
ENSG00000188086,0,0,0,0,0,0,0,0,protein_coding,PRSS45P
ENSG00000188089,42,40,26,12,0,0,1,0,protein_coding,PLA2G4E
ENSG00000188092,183,199,131,147,83,31,53,110,protein_coding,GPR89B
ENSG00000188095,50,55,49,94,1,2,0,2,protein_coding,MESP2
ENSG00000188100,0,0,0,0,0,0,0,0,protein_coding,FAM25A
ENSG00000188107,1,3,3,13,16,7,9,17,protein_coding,EYS
ENSG00000188112,1975,2336,1548,2430,68,28,30,105,protein_coding,C6orf132
ENSG00000188120,0,0,0,0,0,0,0,0,protein_coding,DAZ1
ENSG00000188124,10,7,3,6,1,0,1,0,protein_coding,OR2AG2
ENSG00000188130,1640,1851,1087,1825,164,73,168,386,protein_coding,MAPK12
ENSG00000188133,0,0,0,0,0,0,0,0,protein_coding,TMEM215
ENSG00000188152,2,2,1,6,7,1,1,4,protein_coding,NUTM2G
ENSG00000188153,4000,4521,3159,3593,1016,330,404,983,protein_coding,COL4A5
ENSG00000188155,0,0,0,0,0,0,0,0,protein_coding,KRTAP10-6
ENSG00000188157,3402,3822,2317,3236,1976,747,755,1827,protein_coding,AGRN
ENSG00000188158,14,18,9,25,646,212,186,571,protein_coding,NHS
ENSG00000188162,4,4,0,3,0,0,0,0,protein_coding,OTOG
ENSG00000188163,32,16,22,27,6,2,2,7,protein_coding,FAM166A
ENSG00000188167,101,145,178,182,81,35,37,118,protein_coding,TMPPE
ENSG00000188171,3,3,1,1,5,2,3,9,protein_coding,ZNF626
ENSG00000188175,0,0,0,0,1,0,0,6,protein_coding,HEPACAM2
ENSG00000188176,5,5,0,11,1,1,0,2,protein_coding,SMTNL2
ENSG00000188177,604,482,472,429,287,121,131,330,protein_coding,ZC3H6
ENSG00000188186,561,623,697,1402,123,48,64,178,protein_coding,LAMTOR4
ENSG00000188191,400,491,476,860,128,38,26,57,protein_coding,PRKAR1B
ENSG00000188199,1,4,5,0,2,1,0,2,protein_coding,NUTM2B
ENSG00000188211,428,533,604,672,51,19,29,81,protein_coding,NCR3LG1
ENSG00000188215,573,683,329,493,487,149,184,496,protein_coding,DCUN1D3
ENSG00000188219,29,35,43,40,0,0,0,0,protein_coding,POTEE
ENSG00000188223,0,0,0,0,0,0,0,0,protein_coding,AC002398.9
ENSG00000188227,1254,1373,1794,2172,0,0,1,0,protein_coding,ZNF793
ENSG00000188229,21474,25595,17929,24711,8697,2900,3818,10349,protein_coding,TUBB4B
ENSG00000188234,67,101,76,89,3,5,1,2,protein_coding,AGAP4
ENSG00000188243,1037,1228,1885,3130,740,247,229,649,protein_coding,COMMD6
ENSG00000188257,1810,1813,366,306,0,0,0,0,protein_coding,PLA2G2A
ENSG00000188263,42,53,4,9,1,0,1,2,protein_coding,IL17REL
ENSG00000188266,146,193,324,408,125,44,74,208,protein_coding,HYKK
ENSG00000188269,1,0,0,0,0,0,0,0,protein_coding,OR7A5
ENSG00000188277,77,86,36,62,34,9,16,51,protein_coding,C15orf62
ENSG00000188282,18,10,18,38,0,1,0,3,protein_coding,RUFY4
ENSG00000188283,295,389,327,333,40,16,23,59,protein_coding,ZNF383
ENSG00000188290,238,272,312,450,64,38,60,76,protein_coding,HES4
ENSG00000188293,0,1,0,0,0,0,0,0,protein_coding,IGFL1
ENSG00000188295,344,416,284,299,44,15,21,48,protein_coding,ZNF669
ENSG00000188305,3,2,3,4,4,0,1,3,protein_coding,PEAK3
ENSG00000188306,0,1,2,0,13,4,10,18,protein_coding,LRRIQ4
ENSG00000188312,272,345,270,236,48,13,24,60,protein_coding,CENPP
ENSG00000188313,84,97,195,199,632,250,393,1084,protein_coding,PLSCR1
ENSG00000188315,342,371,351,375,24,9,18,43,protein_coding,C3orf62
ENSG00000188316,22,16,30,28,6,1,6,7,protein_coding,ENO4
ENSG00000188321,579,666,731,734,589,185,192,567,protein_coding,ZNF559
ENSG00000188322,1561,1663,475,662,56,16,27,56,protein_coding,SBK1
ENSG00000188324,0,0,0,0,0,0,0,0,protein_coding,OR6C6
ENSG00000188334,0,0,0,0,0,0,0,0,protein_coding,BSPH1
ENSG00000188338,17,16,6,7,10,4,5,12,protein_coding,SLC38A3
ENSG00000188340,0,0,0,0,0,0,0,0,protein_coding,OR6N2
ENSG00000188342,1200,1527,1797,1939,153,60,74,184,protein_coding,GTF2F2
ENSG00000188343,37,36,38,48,108,36,75,200,protein_coding,CIBAR1
ENSG00000188352,1657,1866,2641,3009,2331,787,858,2297,protein_coding,FOCAD
ENSG00000188368,47,67,29,44,0,0,0,0,protein_coding,PRR19
ENSG00000188372,542,530,639,929,8,4,6,17,protein_coding,ZP3
ENSG00000188373,0,0,0,0,0,0,0,0,protein_coding,C10orf99
ENSG00000188375,235,243,265,385,273,111,135,373,protein_coding,H3-5
ENSG00000188379,0,0,0,0,0,0,0,0,protein_coding,IFNA2
ENSG00000188385,926,1078,633,650,17,7,12,22,protein_coding,JAKMIP3
ENSG00000188386,12,23,9,4,0,0,0,0,protein_coding,PPP3R2
ENSG00000188389,0,1,0,0,0,0,0,0,protein_coding,PDCD1
ENSG00000188393,21,31,10,11,0,0,0,0,protein_coding,CLEC2A
ENSG00000188394,0,2,2,0,2,1,1,9,protein_coding,GPR21
ENSG00000188396,7,9,10,20,2,1,3,11,protein_coding,DYNLT4
ENSG00000188403,0,0,0,0,0,0,0,0,IG_V_gene,IGHV1OR15-9
ENSG00000188404,154,220,350,419,24,10,15,37,protein_coding,SELL
ENSG00000188408,0,3,2,3,0,0,0,0,protein_coding,MAGEB5
ENSG00000188419,1634,1903,1746,1822,969,332,299,866,protein_coding,CHM
ENSG00000188425,1,2,1,0,0,0,0,0,protein_coding,NANOS2
ENSG00000188428,486,578,464,465,538,174,218,623,protein_coding,BLOC1S5
ENSG00000188452,0,0,0,0,28,9,8,16,protein_coding,CERKL
ENSG00000188467,1,1,0,0,0,0,0,0,protein_coding,SLC24A5
ENSG00000188483,680,644,196,317,174,49,98,320,protein_coding,IER5L
ENSG00000188486,2375,2895,3075,4262,1949,793,1282,2719,protein_coding,H2AX
ENSG00000188487,1,3,0,0,18,2,7,14,protein_coding,INSC
ENSG00000188488,6,9,0,2,7,5,6,21,protein_coding,SERPINA5
ENSG00000188493,1276,1419,1148,1509,213,63,54,184,protein_coding,C19orf54
ENSG00000188501,40,62,33,41,72,10,29,87,protein_coding,LCTL
ENSG00000188505,0,4,3,1,1,0,0,1,protein_coding,NCCRP1
ENSG00000188508,3,0,0,3,2,0,0,0,protein_coding,KRTDAP
ENSG00000188517,2,0,0,0,35,11,11,36,protein_coding,COL25A1
ENSG00000188522,730,850,680,1024,1,0,0,0,protein_coding,FAM83G
ENSG00000188523,0,0,0,0,0,1,1,2,protein_coding,CFAP77
ENSG00000188529,6204,7251,6536,6786,2107,668,902,2306,protein_coding,SRSF10
ENSG00000188536,0,0,0,0,0,0,0,0,protein_coding,HBA2
ENSG00000188542,274,333,380,444,88,40,53,136,protein_coding,DUSP28
ENSG00000188549,2221,2426,1093,1428,1034,404,406,1078,protein_coding,CCDC9B
ENSG00000188554,7769,8739,9653,10401,336,105,130,436,protein_coding,NBR1
ENSG00000188558,2,1,2,2,1,0,0,0,protein_coding,OR2G6
ENSG00000188559,2077,2185,1425,1719,3856,1217,964,2465,protein_coding,RALGAPA2
ENSG00000188566,636,639,585,780,131,58,100,261,protein_coding,NDOR1
ENSG00000188573,15,24,21,34,2,2,0,2,protein_coding,FBLL1
ENSG00000188580,0,0,5,1,0,0,0,1,protein_coding,NKAIN2
ENSG00000188581,0,0,0,0,0,0,0,0,protein_coding,KRTAP1-1
ENSG00000188582,1,1,1,3,19,4,2,10,protein_coding,PAQR9
ENSG00000188585,0,0,0,0,0,0,0,1,protein_coding,CLEC20A
ENSG00000188596,9,11,19,19,70,24,25,56,protein_coding,CFAP54
ENSG00000188603,46,49,38,27,21,5,10,25,protein_coding,CLN3
ENSG00000188610,293,307,463,460,326,114,156,440,protein_coding,FAM72B
ENSG00000188611,129,63,63,85,6,2,0,4,protein_coding,ASAH2
ENSG00000188612,10111,10802,8337,11057,3709,1210,1232,3457,protein_coding,SUMO2
ENSG00000188613,46,49,26,66,32,15,15,42,protein_coding,NANOS1
ENSG00000188620,4,2,4,1,55,14,38,68,protein_coding,HMX3
ENSG00000188624,1,0,0,0,3,1,1,2,protein_coding,IGFL3
ENSG00000188626,3,2,4,2,4,0,1,1,protein_coding,GOLGA8M
ENSG00000188629,0,0,0,0,0,0,0,1,protein_coding,ZNF177
ENSG00000188636,2829,3385,2941,3895,1063,381,526,1251,protein_coding,RTL6
ENSG00000188641,8,25,11,14,163,53,74,197,protein_coding,DPYD
ENSG00000188643,17,9,11,9,8637,3289,2963,7854,protein_coding,S100A16
ENSG00000188647,2234,2552,2592,2608,1974,687,767,2130,protein_coding,PTAR1
ENSG00000188649,1,9,5,4,1,0,0,2,protein_coding,CC2D2B
ENSG00000188655,0,0,0,0,0,0,0,0,protein_coding,RNASE9
ENSG00000188659,37,47,58,63,32,15,13,35,protein_coding,SAXO2
ENSG00000188672,2,5,15,14,6,2,0,1,protein_coding,RHCE
ENSG00000188674,0,0,3,6,0,0,1,0,protein_coding,C2orf80
ENSG00000188676,0,0,0,1,0,0,1,1,protein_coding,IDO2
ENSG00000188677,1152,1289,1129,1835,117,31,58,196,protein_coding,PARVB
ENSG00000188687,2,2,6,7,1,2,0,4,protein_coding,SLC4A5
ENSG00000188690,1985,2247,1734,2176,780,279,315,739,protein_coding,UROS
ENSG00000188691,0,0,0,0,0,0,0,0,protein_coding,OR56A5
ENSG00000188694,0,0,0,0,0,0,0,0,protein_coding,KRTAP24-1
ENSG00000188706,4544,5008,4718,6267,459,200,155,489,protein_coding,ZDHHC9
ENSG00000188707,0,0,0,0,0,0,0,0,protein_coding,ZBED6CL
ENSG00000188710,30,23,51,55,19,6,2,16,protein_coding,QRFP
ENSG00000188716,0,8,0,0,5,0,0,0,protein_coding,DUSP29
ENSG00000188725,3989,4631,4582,4868,567,202,148,479,protein_coding,SMIM15
ENSG00000188729,0,0,0,0,0,0,0,0,protein_coding,OSTN
ENSG00000188730,0,0,0,0,0,0,0,1,protein_coding,VWC2
ENSG00000188732,323,384,220,287,31,9,21,60,protein_coding,FAM221A
ENSG00000188735,684,747,695,925,251,85,149,354,protein_coding,TMEM120B
ENSG00000188738,26,23,31,16,1394,451,210,623,protein_coding,FSIP2
ENSG00000188739,28,29,34,40,4,6,4,14,protein_coding,RBM34
ENSG00000188747,82,83,65,138,14,8,10,10,protein_coding,NOXA1
ENSG00000188760,30,51,30,79,11,1,6,17,protein_coding,TMEM198
ENSG00000188761,8,6,14,8,1,1,3,3,protein_coding,BCL2L15
ENSG00000188763,25,28,25,38,0,1,1,1,protein_coding,FZD9
ENSG00000188766,995,1001,709,807,288,67,82,234,protein_coding,SPRED3
ENSG00000188770,0,0,0,0,0,1,0,3,protein_coding,OPTC
ENSG00000188771,0,1,0,0,1,0,0,2,protein_coding,PLET1
ENSG00000188778,0,0,0,0,0,0,0,0,protein_coding,ADRB3
ENSG00000188779,6,3,11,4,0,0,0,0,protein_coding,SKOR1
ENSG00000188782,0,1,0,2,0,0,0,0,protein_coding,CATSPER4
ENSG00000188783,10,11,4,7,6,0,4,7,protein_coding,PRELP
ENSG00000188784,0,0,0,0,0,0,0,0,protein_coding,PLA2G2E
ENSG00000188785,876,996,777,800,225,78,80,243,protein_coding,ZNF548
ENSG00000188786,1586,1846,1487,1800,761,250,295,799,protein_coding,MTF1
ENSG00000188800,5,2,0,0,3,1,1,2,protein_coding,TMCO2
ENSG00000188803,1,0,0,0,0,0,0,0,protein_coding,SHISA6
ENSG00000188807,641,655,595,890,193,64,90,251,protein_coding,TMEM201
ENSG00000188811,1096,1233,1300,1525,519,225,218,651,protein_coding,NHLRC3
ENSG00000188816,0,0,0,0,0,0,0,1,protein_coding,HMX2
ENSG00000188817,0,0,2,6,3,0,0,1,protein_coding,SNTN
ENSG00000188818,564,651,614,742,33,12,26,63,protein_coding,ZDHHC11
ENSG00000188820,0,0,0,0,0,0,0,0,protein_coding,CALHM6
ENSG00000188822,0,0,0,1,0,0,0,1,protein_coding,CNR2
ENSG00000188827,1034,1226,853,993,182,56,80,229,protein_coding,SLX4
ENSG00000188833,5,14,7,5,2,1,1,1,protein_coding,ENTPD8
ENSG00000188846,19493,21867,24610,31335,5947,1976,2477,7060,protein_coding,RPL14
ENSG00000188848,608,779,492,619,636,233,263,686,protein_coding,BEND4
ENSG00000188859,0,0,0,0,235,69,49,178,protein_coding,FAM78B
ENSG00000188868,307,317,256,270,26,5,5,33,protein_coding,ZNF563
ENSG00000188869,14,23,7,23,1,0,1,4,protein_coding,TMC3
ENSG00000188878,300,382,324,420,88,37,66,150,protein_coding,FBF1
ENSG00000188883,0,1,7,11,1,1,13,15,protein_coding,KLRG2
ENSG00000188886,11,31,3,8,0,0,0,2,protein_coding,ASTL
ENSG00000188895,4959,5627,4043,4606,2232,784,710,1808,protein_coding,MSL1
ENSG00000188897,9,13,8,12,0,1,1,1,protein_coding,CTD-3088G3.8
ENSG00000188906,0,0,0,1,63,19,41,100,protein_coding,LRRK2
ENSG00000188909,0,0,0,0,0,0,2,2,protein_coding,BSX
ENSG00000188910,0,0,0,0,666,228,67,174,protein_coding,GJB3
ENSG00000188916,5,9,10,17,8,3,5,16,protein_coding,INSYN2A
ENSG00000188917,630,689,676,927,315,120,160,376,protein_coding,TRMT2B
ENSG00000188921,17,11,20,39,26,8,14,34,protein_coding,HACD4
ENSG00000188931,518,485,593,713,179,70,80,201,protein_coding,CFAP126
ENSG00000188937,0,0,1,0,0,0,0,0,protein_coding,NYX
ENSG00000188938,5337,6008,4266,5026,660,233,300,827,protein_coding,FAM120AOS
ENSG00000188958,3,5,10,13,6,2,2,7,protein_coding,UTS2B
ENSG00000188959,1028,1156,1347,1807,9,2,0,0,protein_coding,C9orf152
ENSG00000188976,6663,7616,8016,10705,505,182,274,725,protein_coding,NOC2L
ENSG00000188981,7,18,21,15,2,2,0,1,protein_coding,MSANTD1
ENSG00000188984,0,0,0,1,0,0,0,0,protein_coding,AADACL3
ENSG00000188986,814,1027,807,1294,453,189,206,533,protein_coding,NELFB
ENSG00000188991,1,2,0,0,0,0,0,0,protein_coding,SLC15A5
ENSG00000188992,5,1,0,0,0,0,0,0,protein_coding,LIPI
ENSG00000188993,11,14,13,4,94,22,18,51,protein_coding,LRRC66
ENSG00000188994,3000,3373,1205,1206,1709,497,339,996,protein_coding,ZNF292
ENSG00000188996,2,0,0,3,5,0,4,5,protein_coding,HUS1B
ENSG00000188997,799,927,687,810,175,68,64,176,protein_coding,KCTD21
ENSG00000189001,56,25,16,24,11,2,3,17,protein_coding,SBSN
ENSG00000189007,731,771,1060,1162,171,57,124,401,protein_coding,ADAT2
ENSG00000189013,0,0,0,0,0,0,0,0,protein_coding,KIR2DL4
ENSG00000189023,0,0,0,0,0,0,0,0,protein_coding,MAGEB16
ENSG00000189030,1,0,0,1,0,0,0,1,protein_coding,VHLL
ENSG00000189037,0,0,2,0,0,0,0,0,protein_coding,DUSP21
ENSG00000189042,1505,1638,1299,1411,173,46,54,172,protein_coding,ZNF567
ENSG00000189043,2168,2417,3461,3643,2588,911,1029,2573,protein_coding,NDUFA4
ENSG00000189045,8,5,13,16,1,2,3,5,protein_coding,ANKDD1B
ENSG00000189046,970,1191,1455,1813,226,78,186,486,protein_coding,ALKBH2
ENSG00000189050,306,363,829,912,809,304,286,932,protein_coding,RNFT1
ENSG00000189051,5,9,5,17,1,1,0,1,protein_coding,RNF222
ENSG00000189052,0,2,0,0,1,0,0,0,protein_coding,CGB5
ENSG00000189056,355,464,201,357,67,14,13,50,protein_coding,RELN
ENSG00000189057,6170,8125,12203,11539,2360,656,802,2235,protein_coding,FAM111B
ENSG00000189058,1430,1708,761,1148,3,1,2,0,protein_coding,APOD
ENSG00000189060,18908,19672,6831,9737,3702,1247,901,2730,protein_coding,H1-0
ENSG00000189064,89,130,122,151,0,0,0,0,protein_coding,GAGE2A
ENSG00000189067,2587,2709,2380,3490,334,115,168,369,protein_coding,LITAF
ENSG00000189068,0,0,0,0,0,0,0,1,protein_coding,VSTM1
ENSG00000189077,328,407,396,542,72,31,65,147,protein_coding,TMEM120A
ENSG00000189079,5115,6004,3871,4202,2000,618,758,2093,protein_coding,ARID2
ENSG00000189090,7,0,0,0,0,0,0,0,protein_coding,FAM25G
ENSG00000189091,9930,12406,11528,12826,3476,1230,1305,3645,protein_coding,SF3B3
ENSG00000189099,0,0,0,3,3,1,2,7,protein_coding,PRSS48
ENSG00000189108,0,0,0,0,26,7,10,37,protein_coding,IL1RAPL2
ENSG00000189114,282,306,284,428,59,20,41,130,protein_coding,BLOC1S3
ENSG00000189120,252,327,113,167,100,54,60,126,protein_coding,SP6
ENSG00000189127,7,20,21,30,0,0,0,0,protein_coding,ANKRD34B
ENSG00000189129,2,2,2,3,1,2,1,8,protein_coding,PLAC9
ENSG00000189132,0,0,0,0,0,0,0,0,protein_coding,FAM47B
ENSG00000189134,0,0,0,1,0,0,0,2,protein_coding,NKAPL
ENSG00000189139,2,0,0,0,0,0,0,1,protein_coding,FSCB
ENSG00000189143,1863,2248,1581,3171,925,307,230,530,protein_coding,CLDN4
ENSG00000189144,164,175,265,278,5,0,1,1,protein_coding,ZNF573
ENSG00000189152,0,0,0,0,1,0,0,0,protein_coding,GRAPL
ENSG00000189157,161,160,231,242,4,5,5,9,protein_coding,FAM47E
ENSG00000189159,3367,4586,3977,5845,1781,630,647,1469,protein_coding,JPT1
ENSG00000189164,402,532,491,524,53,13,29,86,protein_coding,ZNF527
ENSG00000189167,3,3,3,3,5,2,1,9,protein_coding,ZAR1L
ENSG00000189169,0,0,0,0,0,0,0,0,protein_coding,KRTAP10-12
ENSG00000189171,225,246,247,364,1105,368,417,1062,protein_coding,S100A13
